WannaSurf Spot List — Geocoded Spots Only
Scraped: 2026-04-27  |  Total geocoded: 526
======================================================================

Name                                                 Lat          Lon  URL
Santa Clara Court                              32.782296  -117.255878  https://wannasurf.com/spot/North_America/USA/California/San_Diego_County/santa_clara_court/index.html
Scripps                                        32.865665  -117.256361  https://wannasurf.com/spot/North_America/USA/California/San_Diego_County/scripps/index.html
Seaside Reef                                   33.001902  -117.278162  https://wannasurf.com/spot/North_America/USA/California/San_Diego_County/seaside_reef/index.html
Sloughs                                        32.554554  -117.130029  https://wannasurf.com/spot/North_America/USA/California/San_Diego_County/sloughs/index.html
South Mission Beach                            32.759706  -117.253883  https://wannasurf.com/spot/North_America/USA/California/San_Diego_County/south_mission_beach/index.html
Suckouts                                       33.020462  -117.286301  https://wannasurf.com/spot/North_America/USA/California/San_Diego_County/suckouts/index.html
Sunset Cliffs Osprey                           32.719313  -117.257745  https://wannasurf.com/spot/North_America/USA/California/San_Diego_County/sunset_cliffs_osprey/index.html
Swamis                                         33.034470  -117.292324  https://wannasurf.com/spot/North_America/USA/California/San_Diego_County/swamis/index.html
Tabletops  Playgrounds                         32.997560  -117.279310  https://wannasurf.com/spot/North_America/USA/California/San_Diego_County/tabletops__playgrounds/index.html
Tamarack St                                    33.146184  -117.346280  https://wannasurf.com/spot/North_America/USA/California/San_Diego_County/tamarack_st/index.html
Terra Mar Cove Point                           33.128650  -117.333606  https://wannasurf.com/spot/North_America/USA/California/San_Diego_County/terra_mar_cove_point/index.html
Tippers                                        33.017318  -117.283988  https://wannasurf.com/spot/North_America/USA/California/San_Diego_County/Tippers/index.html
Torrey Pines State Beach                       32.930066  -117.262852  https://wannasurf.com/spot/North_America/USA/California/San_Diego_County/torrey_pines_state_beach/index.html
Tourmaline                                     32.804599  -117.263807  https://wannasurf.com/spot/North_America/USA/California/San_Diego_County/tourmaline/index.html
Trails                                         33.334858  -117.507952  https://wannasurf.com/spot/North_America/USA/California/San_Diego_County/trails/index.html
Turtles                                        33.021942  -117.288473  https://wannasurf.com/spot/North_America/USA/California/San_Diego_County/turtles/index.html
Warm Water Jetties                             33.137587  -117.340229  https://wannasurf.com/spot/North_America/USA/California/San_Diego_County/Warm_Water_Jetties/index.html
